time,open,high,low,close,tick_volume,spread
2022.09.08 07:30:00,0.99940,0.99979,0.99936,0.99979,179,0
2022.09.08 08:00:00,0.99981,1.00008,0.99910,0.99912,793,0
2022.09.08 08:30:00,0.99914,0.99914,0.99831,0.99853,780,0
2022.09.08 09:00:00,0.99854,0.99911,0.99853,0.99902,825,0
2022.09.08 09:30:00,0.99901,0.99916,0.99848,0.99849,844,0
2022.09.08 10:00:00,0.99850,0.99892,0.99844,0.99889,675,0
2022.09.08 10:30:00,0.99891,0.99902,0.99851,0.99875,524,0
2022.09.08 11:00:00,0.99876,0.99910,0.99795,0.99877,1184,0
2022.09.08 11:30:00,0.99876,0.99885,0.99820,0.99862,542,0
2022.09.08 12:00:00,0.99863,0.99947,0.99862,0.99946,464,0
2022.09.08 12:30:00,0.99944,0.99944,0.99868,0.99898,398,0
2022.09.08 13:00:00,0.99900,0.99968,0.99898,0.99955,451,0
2022.09.08 13:30:00,0.99953,1.00011,0.99924,0.99975,885,0
2022.09.08 14:00:00,0.99976,1.00149,0.99971,1.00106,1663,0
2022.09.08 14:30:00,1.00108,1.00109,0.99946,0.99983,1326,0
2022.09.08 15:00:00,0.99986,1.00039,0.99826,0.99884,2338,0
2022.09.08 15:30:00,0.99885,0.99933,0.99762,0.99816,1954,0
2022.09.08 16:00:00,0.99818,0.99931,0.99814,0.99849,1987,0
2022.09.08 16:30:00,0.99850,0.99978,0.99785,0.99978,1709,0
2022.09.08 17:00:00,0.99976,1.00019,0.99956,1.00004,1060,0
2022.09.08 17:30:00,1.00002,1.00042,0.99960,0.99982,1163,0
2022.09.08 18:00:00,0.99981,1.00164,0.99928,1.00109,1293,0
2022.09.08 18:30:00,1.00108,1.00174,1.00073,1.00101,1492,0
2022.09.08 19:00:00,1.00099,1.00217,1.00053,1.00179,1557,0
2022.09.08 19:30:00,1.00178,1.00293,1.00137,1.00200,1958,0
2022.09.08 20:00:00,1.00198,1.00294,0.99852,1.00100,8375,0
2022.09.08 20:30:00,1.00099,1.00272,0.99937,1.00003,7951,0
2022.09.08 21:00:00,1.00002,1.00014,0.99308,0.99621,9609,0
2022.09.08 21:30:00,0.99620,0.99898,0.99503,0.99650,7749,0
2022.09.08 22:00:00,0.99649,0.99665,0.99420,0.99658,4429,0
2022.09.08 22:30:00,0.99656,0.99769,0.99557,0.99563,3568,0
2022.09.08 23:00:00,0.99565,0.99711,0.99534,0.99596,2283,0
2022.09.08 23:30:00,0.99594,0.99627,0.99491,0.99536,1911,0
2022.09.09 00:00:00,0.99538,0.99610,0.99444,0.99579,2940,0
2022.09.09 00:30:00,0.99578,0.99723,0.99553,0.99688,1561,0
2022.09.09 01:00:00,0.99690,0.99936,0.99648,0.99926,1909,0
2022.09.09 01:30:00,0.99925,0.99998,0.99902,0.99943,1329,0
2022.09.09 02:00:00,0.99944,0.99996,0.99908,0.99960,1141,0
2022.09.09 02:30:00,0.99961,0.99986,0.99911,0.99917,1060,0
