time,open,high,low,close,tick_volume,spread
2018.03.26 14:00:00,1345.35700,1345.59400,1343.48600,1344.86200,3746,94
2018.03.26 15:00:00,1344.84200,1346.80000,1344.20200,1346.15300,3564,93
2018.03.26 16:00:00,1346.11600,1347.81900,1345.11200,1347.60900,2987,93
2018.03.26 17:00:00,1347.61000,1349.20300,1347.55800,1348.01600,3934,93
2018.03.26 18:00:00,1348.01000,1348.48200,1347.42600,1347.67600,2724,93
2018.03.26 19:00:00,1347.67000,1349.67600,1347.66100,1348.98300,3163,95
2018.03.26 20:00:00,1348.97500,1349.27200,1347.27100,1347.79700,3856,99
2018.03.26 21:00:00,1347.79500,1353.42700,1347.76700,1352.73300,5442,101
2018.03.26 22:00:00,1352.77300,1355.82500,1352.00200,1353.81500,6571,93
2018.03.26 23:00:00,1353.82800,1355.91400,1353.48800,1355.21600,5794,93
2018.03.27 00:00:00,1355.21900,1355.62700,1353.99700,1355.32500,3984,95
2018.03.27 01:00:00,1355.33200,1355.52100,1354.21300,1354.74800,4006,93
2018.03.27 02:00:00,1354.73300,1355.20800,1353.84700,1354.68300,3377,94
2018.03.27 03:00:00,1354.68500,1354.68500,1351.79100,1352.81300,3320,93
2018.03.27 04:00:00,1352.82000,1353.70400,1352.10500,1353.47900,1594,98
2018.03.27 06:00:00,1353.70400,1353.71300,1351.64400,1353.41300,1519,112
2018.03.27 07:00:00,1353.40200,1353.87200,1352.53100,1352.94200,2105,112
2018.03.27 08:00:00,1352.89200,1353.26500,1350.86800,1351.16300,3518,93
2018.03.27 09:00:00,1351.15900,1353.55700,1351.15900,1351.78500,3540,96
2018.03.27 10:00:00,1351.73100,1353.58200,1351.46700,1352.72400,2858,93
2018.03.27 11:00:00,1352.72400,1354.48500,1352.67600,1354.02200,2488,102
2018.03.27 12:00:00,1354.02400,1355.19600,1353.71200,1353.77600,2077,99
2018.03.27 13:00:00,1353.78700,1353.91100,1352.08500,1353.05400,2569,93
2018.03.27 14:00:00,1353.02900,1356.83300,1352.78600,1355.45500,3861,93
2018.03.27 15:00:00,1355.46700,1356.34400,1354.33700,1354.33700,3744,94
2018.03.27 16:00:00,1354.33800,1354.51600,1350.53400,1351.32800,4093,94
2018.03.27 17:00:00,1351.29600,1351.31600,1348.44100,1348.75000,3776,94
2018.03.27 18:00:00,1348.73100,1349.35100,1348.15500,1348.55800,3356,93
2018.03.27 19:00:00,1348.54800,1348.60700,1344.61700,1345.85300,4141,93
2018.03.27 20:00:00,1345.83700,1345.89600,1340.25900,1342.52600,5167,93
2018.03.27 21:00:00,1342.47800,1343.04200,1339.89200,1342.34700,5102,94
2018.03.27 22:00:00,1342.34900,1343.71800,1340.90700,1342.02500,5333,93
2018.03.27 23:00:00,1342.06100,1343.10800,1341.47900,1342.93000,4387,102
2018.03.28 00:00:00,1342.94600,1345.88800,1342.70200,1344.96700,4332,101
2018.03.28 01:00:00,1344.94900,1345.61500,1342.03000,1343.64400,4116,98
2018.03.28 02:00:00,1343.64500,1344.89900,1343.42500,1343.87800,3785,101
2018.03.28 03:00:00,1343.82600,1345.61400,1343.47800,1344.51700,4541,94
2018.03.28 04:00:00,1344.48100,1345.06200,1343.94800,1344.82900,1659,104
2018.03.28 06:00:00,1345.13900,1345.78500,1344.77300,1345.40300,1429,118
2018.03.28 07:00:00,1345.40000,1345.53700,1343.83400,1345.46800,2100,98
2018.03.28 08:00:00,1345.46400,1345.88200,1344.45600,1345.75400,3136,93
2018.03.28 09:00:00,1345.75100,1347.01200,1345.00900,1346.29900,3870,93
2018.03.28 10:00:00,1346.29400,1346.83600,1345.39400,1346.39400,2905,93
2018.03.28 11:00:00,1346.39300,1346.68300,1346.15500,1346.27100,2061,93
2018.03.28 12:00:00,1346.26900,1346.27800,1343.12700,1343.40100,3199,93
2018.03.28 13:00:00,1343.40800,1344.30800,1341.95300,1342.01500,3239,93
2018.03.28 14:00:00,1342.01100,1342.86700,1339.89500,1341.21700,4357,93
2018.03.28 15:00:00,1341.19100,1342.13600,1338.99000,1341.92700,4872,94
2018.03.28 16:00:00,1341.93900,1342.60000,1340.74100,1341.74300,4047,93
2018.03.28 17:00:00,1341.74300,1341.82500,1339.81000,1339.89000,3666,102
2018.03.28 18:00:00,1339.90600,1340.78300,1336.62100,1337.14200,4663,94
2018.03.28 19:00:00,1337.12700,1337.92700,1336.04900,1336.90600,4399,93
2018.03.28 20:00:00,1336.89400,1336.99100,1332.80300,1335.25400,5395,93
2018.03.28 21:00:00,1335.21600,1336.28700,1331.24300,1331.83700,5867,98
2018.03.28 22:00:00,1331.79100,1332.74400,1329.37100,1330.72400,5541,93
2018.03.28 23:00:00,1330.71900,1331.79600,1328.70300,1328.89600,5735,93
2018.03.29 00:00:00,1328.90000,1328.92700,1325.81800,1328.13900,4872,94
2018.03.29 01:00:00,1328.14300,1329.10500,1325.12800,1325.48300,5327,93
2018.03.29 02:00:00,1325.48300,1325.95100,1323.51000,1325.34900,4491,97
2018.03.29 03:00:00,1325.33600,1326.81700,1324.37700,1325.85700,5176,94
2018.03.29 04:00:00,1325.81600,1326.91100,1324.46600,1324.84500,2707,94
2018.03.29 06:00:00,1324.85900,1326.89400,1323.97900,1326.24500,2252,112
2018.03.29 07:00:00,1326.25400,1326.95800,1325.32400,1326.54400,2303,112
2018.03.29 08:00:00,1326.53600,1326.94000,1324.74500,1326.14000,3061,96
2018.03.29 09:00:00,1326.14400,1327.88100,1325.70800,1327.17400,3758,93
2018.03.29 10:00:00,1327.17400,1328.22400,1327.06500,1327.56400,3034,93
2018.03.29 11:00:00,1327.56100,1327.89500,1326.91700,1327.51100,2372,93
2018.03.29 12:00:00,1327.46800,1328.16300,1327.13400,1327.86700,2029,94
2018.03.29 13:00:00,1327.86500,1328.33900,1327.16700,1328.25500,2397,104
2018.03.29 14:00:00,1328.21500,1328.23500,1322.94400,1323.11500,4460,97
2018.03.29 15:00:00,1323.07000,1325.67500,1323.01000,1324.76800,4061,93
2018.03.29 16:00:00,1324.80200,1325.23400,1323.93200,1324.20500,3474,94
2018.03.29 17:00:00,1324.22400,1324.56700,1323.26100,1324.23600,3379,94
2018.03.29 18:00:00,1324.23300,1325.26800,1323.26400,1325.08700,2978,94
2018.03.29 19:00:00,1325.05500,1326.59100,1324.88200,1325.17900,3552,99
2018.03.29 20:00:00,1325.16500,1325.63500,1321.56300,1322.86300,4637,94
2018.03.29 21:00:00,1322.85400,1325.23400,1321.58200,1322.73700,4909,94
2018.03.29 22:00:00,1322.73000,1324.14200,1321.96500,1322.47400,5105,94
